sample_index,sample_name,layout,rig_id,strict_roi_surface_recall,strict_roi_surface_precision,strict_roi_surface_f2,strict_roi_false_empty_rate,strict_roi_overfill_ratio,strict_roi_surface_iou_weighted,strict_roi_surface_iou_unweighted,strict_roi_filled_iou_weighted,strict_roi_filled_iou_unweighted,strict_roi_robert_loss,strict_roi_robert_coverage,strict_roi_robert_overfill,strict_roi_gt_surface_voxels,strict_roi_reconstruction_voxels,visible_gt_surface_voxels,distance_gt_surface_voxels,distance_reconstruction_voxels,gt_to_reconstruction_median_cm,gt_to_reconstruction_p95_cm,reconstruction_to_gt_median_cm,reconstruction_to_gt_p95_cm,visible_gt_recall_at_5cm,surface_precision_at_5cm,surface_f1_at_5cm,surface_f2_at_5cm,visible_gt_recall_at_10cm,surface_precision_at_10cm,surface_f1_at_10cm,surface_f2_at_10cm,visible_gt_recall_at_15cm,surface_precision_at_15cm,surface_f1_at_15cm,surface_f2_at_15cm,free_volume_voxels_total,certified_free_volume_fraction,single_view_certified_free_volume_fraction,redundantly_certified_free_volume_fraction,unknown_free_volume_fraction,roi_certified_free_volume_fraction,roi_single_view_certified_free_volume_fraction,roi_redundantly_certified_free_volume_fraction,roi_unknown_free_volume_fraction,roi_visible_1plus,roi_visible_2plus,roi_visible_3plus,visible_by_at_least_1_camera,visible_by_at_least_2_cameras,visible_by_at_least_3_cameras,redundant_coverage_fraction,single_view_risk_fraction,blind_surface_fraction,observable_surface_fraction,redundant_surface_fraction,strong_redundancy_fraction,single_view_surface_fraction,strict_missed_surface_fraction,strict_extra_surface_fraction,navigation_visibility_score,headline_threshold_cm,mean_view_diversity_deg,metric_scope,num_depth_cameras,raw_depth_mb_per_sample,reconstruction_voxels_total,gt_props_voxels_total,gt_surface_voxels_total,roi_x_min,roi_x_max,roi_y_min,roi_y_max,roi_z_min,roi_z_max
39,sample_0039,N2_mirrored_support,4CamAsym,0.15783783783783784,0.1492456896551724,0.15604116443239938,0.8421621621621622,1.0242162162162163,0.036363651868414115,0.02689905299214185,0.0555434260645776,0.03995371216273829,8.87747342338091,0.23001215403678843,1.1775949639715224,9250,11136,7765,9250,11136,30.413813104692224,154.01298533764844,96.69539946994229,226.38463182682926,0.06645202833226015,0.047952586206896554,0.0557066099136271,0.06169204166751746,0.15415325177076625,0.1492456896551724,0.1516597801230727,0.15314608842362282,0.22730199613650998,0.21910919540229884,0.22313041622065796,0.22561478535948326,545610,0.9211139825149832,0.2254540789208409,0.6956599035941423,0.07888601748501677,0.9211139825149832,0.2254540789208409,0.6956599035941423,0.07888601748501677,0.8394594594594594,0.572,0.2451891891891892,0.8394594594594594,0.572,0.2451891891891892,0.572,0.2674594594594595,0.16054054054054054,0.8394594594594594,0.572,0.2451891891891892,0.2674594594594595,0.8421621621621622,0.8507543103448276,61.35901135203494,10.0,94.97672187101738,roi,4,4.9152,14005,32469,14459,-4.0,4.0,0.0,2.35,-2.0,2.0
0,sample_0000,C1_standard_cath,5Cam,0.06569028645272453,0.060293715223935056,0.06453504835238999,0.9343097135472754,1.109412018091751,0.02042258689267643,0.011438561438561439,0.03006910611950739,0.016242424242424242,10.027012369376111,0.1253084189437138,1.28009655904469,9286,10963,9147,9286,10963,52.2015333224162,108.70831419174102,125.39936390844065,241.75918080029456,0.0232863233847163,0.020888442944449512,0.022022302677648698,0.022763693567839,0.05324149994533727,0.060293715223935056,0.0565485841729945,0.054516804477657894,0.07707445063955395,0.07817203320259053,0.07761936200233635,0.07729149449309375,545797,0.9472056460552183,0.14247788097039743,0.8047277650848209,0.052794353944781665,0.9472056460552183,0.14247788097039743,0.8047277650848209,0.052794353944781665,0.9850312298083136,0.8800344604781392,0.6180271376265346,0.9850312298083136,0.8800344604781392,0.6180271376265346,0.8800344604781392,0.10499676933017446,0.014968770191686409,0.9850312298083136,0.8800344604781392,0.6180271376265346,0.10499676933017446,0.9343097135472754,0.939706284776065,84.40534640225631,10.0,91.27924929357411,roi,5,6.144,14020,32125,14215,-4.0,4.0,0.0,2.35,-2.0,2.0
4,sample_0004,C1_standard_cath,5Cam,0.051023525817293004,0.047934179932033624,0.05037420484144327,0.948976474182707,1.08422446277625,0.016119067089601025,0.008935863559932741,0.02516229048352863,0.013409514925373135,10.263075618269072,0.10063249084029835,1.2694005268993864,9819,11182,9671,9819,11182,59.37171131989702,168.597155513167,122.57650854784492,228.1419545119838,0.017888532726708716,0.016633875871937043,0.017238405139485474,0.017622684619774343,0.03929273084479371,0.047934179932033624,0.043185407199716384,0.04076244014917837,0.059145900113742114,0.06948667501341442,0.0639006400286518,0.06096028120371853,544983,0.9458038140639249,0.1463605286770413,0.7994432853868836,0.05419618593607507,0.9458038140639249,0.1463605286770413,0.7994432853868836,0.05419618593607507,0.9849271819940931,0.859252469701599,0.6124859965373256,0.9849271819940931,0.859252469701599,0.6124859965373256,0.859252469701599,0.12567471229249413,0.015072818005906916,0.9849271819940931,0.859252469701599,0.6124859965373256,0.12567471229249413,0.948976474182707,0.9520658200679664,83.47178743162684,10.0,88.255100793783,roi,5,6.144,14315,33097,14737,-4.0,4.0,0.0,2.35,-2.0,2.0
8,sample_0008,C1_standard_cath,5Cam,0.06425744636534056,0.059321245932124594,0.06320556244145217,0.9357425536346594,1.0536346594459487,0.018078870829729195,0.010222817726167436,0.031078384879807283,0.01685036992299562,10.013780164997367,0.12529279329331822,1.2667080981570362,9602,10755,9326,9602,10755,55.226805908879825,95.13148936977187,110.45361181775965,226.99119263875565,0.021338194295517907,0.01915388191538819,0.02018712262098719,0.020862364678857298,0.05339909929230109,0.059321245932124594,0.05620460255627598,0.05448700645652266,0.07463006648080635,0.0800557880055788,0.0772477716319632,0.07565556643654979,545597,0.9484289686343583,0.14070641884027954,0.8077225497940788,0.05157103136564167,0.9484289686343583,0.14070641884027954,0.8077225497940788,0.05157103136564167,0.9712559883357634,0.8213913767965008,0.5239533430535305,0.9712559883357634,0.8213913767965008,0.5239533430535305,0.8213913767965008,0.14986461153926264,0.028744011664236617,0.9712559883357634,0.8213913767965008,0.5239533430535305,0.14986461153926264,0.9357425536346594,0.9406787540678754,80.25301274891817,10.0,84.09414962459839,roi,5,6.144,13753,32829,14741,-4.0,4.0,0.0,2.35,-2.0,2.0
12,sample_0012,C1_standard_cath,5Cam,0.05116643795334248,0.04684521107580572,0.05023957018599564,0.9488335620466575,1.0291119388355225,0.015478438781075552,0.008556353092170937,0.025468661503648734,0.013365525566956972,10.238759980386032,0.10365773688162505,1.2753373494294276,10202,11015,9832,10202,11015,64.22616385037006,169.26311132032444,106.41898485473024,227.76084287250848,0.017392188771358827,0.016341352700862462,0.01685040339964279,0.017171346946562967,0.03966639544344996,0.04684521107580572,0.042957950775106675,0.04092057382503416,0.0621440195280716,0.06881525192918747,0.06530971518289626,0.06337274217040031,544601,0.9469685145638733,0.15264753461708663,0.7943209799467867,0.05303148543612663,0.9469685145638733,0.15264753461708663,0.7943209799467867,0.05303148543612663,0.963732601450696,0.8232699470692021,0.6021368359145266,0.963732601450696,0.8232699470692021,0.6021368359145266,0.8232699470692021,0.14046265438149383,0.03626739854930406,0.963732601450696,0.8232699470692021,0.6021368359145266,0.14046265438149383,0.9488335620466575,0.9531547889241943,81.51633673956708,10.0,84.13272927108615,roi,5,6.144,13808,32615,14544,-4.0,4.0,0.0,2.35,-2.0,2.0
16,sample_0016,C1_standard_cath,5Cam,0.06385369840621169,0.06317774634606317,0.06371735332037025,0.9361463015937883,1.015018389865141,0.0210383753887463,0.011657902569699376,0.03174568779498786,0.01684578263315274,9.935768758380528,0.1252952714272083,1.188721472872175,9788,10605,9629,9788,10605,66.33249679553921,134.25721782156393,111.01801821016994,229.9782591572336,0.02295150067504414,0.02215935879302216,0.02254847477054262,0.022788573725325178,0.050887942673174785,0.06317774634606317,0.05637077305054654,0.05294790654976731,0.06947761969051823,0.08326261197548326,0.07574805964576098,0.07185695303027734,545058,0.9451691379632993,0.1239060797199564,0.8212630582433429,0.05483086203670068,0.9451691379632993,0.1239060797199564,0.8212630582433429,0.05483086203670068,0.9837556191254597,0.8805680425010216,0.5904168369431958,0.9837556191254597,0.8805680425010216,0.5904168369431958,0.8805680425010216,0.10318757662443809,0.016244380874540252,0.9837556191254597,0.8805680425010216,0.5904168369431958,0.10318757662443809,0.9361463015937883,0.9368222536539368,84.073967862192,10.0,85.40493111790936,roi,5,6.144,13701,33140,14845,-4.0,4.0,0.0,2.35,-2.0,2.0
20,sample_0020,C1_standard_cath,5Cam,0.056652445679134834,0.04618473895582329,0.05419576668047731,0.9433475543208651,0.989681516023415,0.01656157841757343,0.009189189189189189,0.024877575237429166,0.013151079136690648,10.092891975534355,0.10873539933288079,1.1802459690844458,10079,10458,9914,10079,10458,58.94913149116848,128.0966366583327,113.24751821658074,225.0083356576661,0.018458745208795643,0.01788104800152993,0.01816530475097486,0.0183402386798158,0.045592091991123664,0.04618473895582329,0.04588650197078906,0.04570940146889158,0.0687916078273149,0.06703002486135017,0.0678993926319071,0.06843192271713903,543786,0.9435881026727426,0.12168389770976082,0.8219042049629818,0.05641189732725741,0.9435881026727426,0.12168389770976082,0.8219042049629818,0.05641189732725741,0.9836293283063796,0.8726064093660085,0.5808115884512353,0.9836293283063796,0.8726064093660085,0.5808115884512353,0.8726064093660085,0.11102291894037107,0.0163706716936204,0.9836293283063796,0.8726064093660085,0.5808115884512353,0.11102291894037107,0.9433475543208651,0.9538152610441767,83.59448676413474,10.0,85.14904421356884,roi,5,6.144,13313,32596,14342,-4.0,4.0,0.0,2.35,-2.0,2.0
24,sample_0024,C1_standard_cath,5Cam,0.06803488968701898,0.0625598773711439,0.0668645415223059,0.931965110312981,1.0041046690610569,0.019879569976140765,0.011172344689378758,0.031567232501610046,0.017066406607137416,9.860746370970354,0.13327980354910862,1.193544406679956,9745,10438,9577,9745,10438,65.76473316980041,199.31131724991752,106.88779322491196,220.35766337166885,0.022031951550589957,0.021364246024142556,0.021692962039275822,0.021895092294144814,0.0548188367964916,0.0625598773711439,0.05843409909431195,0.05620989803140009,0.07204761407538895,0.08392412339528646,0.07753369875918376,0.07414617085150187,545731,0.9456270580194271,0.1295235198293665,0.8161035381900607,0.054372941980572846,0.9456270580194271,0.1295235198293665,0.8161035381900607,0.054372941980572846,0.9827603899435609,0.8994356080041047,0.5692149820420729,0.9827603899435609,0.8994356080041047,0.5692149820420729,0.8994356080041047,0.08332478193945612,0.0172396100564392,0.9827603899435609,0.8994356080041047,0.5692149820420729,0.08332478193945612,0.931965110312981,0.9374401226288561,84.21757737290152,10.0,84.83328419572757,roi,5,6.144,13337,32448,14650,-4.0,4.0,0.0,2.35,-2.0,2.0
28,sample_0028,C1_standard_cath,5Cam,0.06207935710698142,0.05703384856192526,0.06100008072529238,0.9379206428930186,0.9682571572074334,0.018642376365071527,0.010416145024788421,0.028902535465690132,0.015471461425883336,9.950830407987068,0.12189842516471283,1.1698146598549355,9955,10222,9745,9955,10222,63.639611255093364,206.14315578752866,113.3578421767098,226.1028547864897,0.02021549512570549,0.020348268440618274,0.020281664486348137,0.0202419109913142,0.04946126218573627,0.05703384856192526,0.052978322053999216,0.05081052080069595,0.06854797331965111,0.07708863236157308,0.07256787522137047,0.07010127918480602,545112,0.9471888345881213,0.13501812471565477,0.8121707098724665,0.052811165411878656,0.9471888345881213,0.13501812471565477,0.8121707098724665,0.052811165411878656,0.9789050728277248,0.8730286288297338,0.62149673530889,0.9789050728277248,0.8730286288297338,0.62149673530889,0.8730286288297338,0.10587644399799095,0.02109492717227524,0.9789050728277248,0.8730286288297338,0.62149673530889,0.10587644399799095,0.9379206428930186,0.9429661514380747,84.2184871657412,10.0,82.65079885365286,roi,5,6.144,13043,32850,14590,-4.0,4.0,0.0,2.35,-2.0,2.0
32,sample_0032,C1_standard_cath,5Cam,0.054184659675097675,0.05173555282322898,0.05367646218173166,0.9458153403249023,1.0308451573103024,0.016884649043770097,0.009498706982295603,0.026434932562318644,0.014135221997381264,10.177878514403758,0.10733908675772885,1.2512693822100038,9726,10573,9559,9726,10573,63.245554145799765,148.4082230080131,101.24228516521052,251.03784475280665,0.018621194685636572,0.01806488224723352,0.01833882046937736,0.018507207892808655,0.04121770059629668,0.05173555282322898,0.04588156837991449,0.04296464546223187,0.060885029814834186,0.07386739808947318,0.06675083788791669,0.06310313456298988,544878,0.9505907744485922,0.12759920569375163,0.8229915687548406,0.04940922555140784,0.9505907744485922,0.12759920569375163,0.8229915687548406,0.04940922555140784,0.9828295290972651,0.888134896154637,0.5938720954143533,0.9828295290972651,0.888134896154637,0.5938720954143533,0.888134896154637,0.094694632942628,0.017170470902734936,0.9828295290972651,0.888134896154637,0.5938720954143533,0.094694632942628,0.9458153403249023,0.948264447176771,84.4695351314532,10.0,83.55774988258862,roi,5,6.144,13532,32732,14630,-4.0,4.0,0.0,2.35,-2.0,2.0
36,sample_0036,C1_standard_cath,5Cam,0.05647478450411176,0.051510098202705204,0.05540673353703915,0.9435252154958882,1.0143663925492916,0.016963147504437448,0.00937515101725221,0.02707399824535846,0.014341590612777053,10.111619311847106,0.11074112686403792,1.219030580708844,10093,10794,9929,10093,10794,61.03277898812778,124.93983353428925,105.00000156462193,231.84046584208468,0.01812871386846611,0.017972947934037427,0.01805049486372445,0.018097345059362606,0.043811058515459765,0.051510098202705204,0.04734965466623936,0.04516107299990746,0.06355121361667841,0.07142857142857142,0.06726003304375634,0.06498455200823892,544053,0.9477330333625584,0.1224770380826868,0.8252559952798716,0.05226696663744157,0.9477330333625584,0.1224770380826868,0.8252559952798716,0.05226696663744157,0.9837511146339046,0.8747646883978996,0.6093332012285743,0.9837511146339046,0.8747646883978996,0.6093332012285743,0.8747646883978996,0.10898642623600516,0.016248885366095315,0.9837511146339046,0.8747646883978996,0.6093332012285743,0.10898642623600516,0.9435252154958882,0.9484899017972948,84.33462067399972,10.0,83.36734122138553,roi,5,6.144,13613,32923,14657,-4.0,4.0,0.0,2.35,-2.0,2.0
1,sample_0001,N1_mirrored_head,5Cam,0.04578025477707006,0.031107385675700847,0.04183378579751141,0.95421974522293,1.0353304140127388,0.008283878868154126,0.004494490624395902,0.014641629093637821,0.007583591864874182,10.3321048968888,0.0933309355608194,1.2654142527317225,10048,10737,9524,10048,10737,65.19202502346334,171.02631631336135,78.26238037869298,225.61028681542473,0.00871482570348593,0.00866163732886281,0.008688150112864912,0.00870413583458556,0.031919361612767747,0.031107385675700847,0.031508143286086844,0.03175359291953923,0.05827383452330953,0.04824438856291329,0.052786939818133025,0.055947661214949915,544256,0.9223306679209784,0.1608526134760113,0.7614780544449671,0.07766933207902163,0.9223306679209784,0.1608526134760113,0.7614780544449671,0.07766933207902163,0.9478503184713376,0.7351711783439491,0.5063694267515924,0.9478503184713376,0.7351711783439491,0.5063694267515924,0.7351711783439491,0.21267914012738853,0.05214968152866242,0.9478503184713376,0.7351711783439491,0.5063694267515924,0.21267914012738853,0.95421974522293,0.9688926143242992,75.4608636423811,10.0,95.46711352550108,roi,5,6.144,13569,32435,14313,-4.0,4.0,0.0,2.35,-2.0,2.0
5,sample_0005,N1_mirrored_head,5Cam,0.058194431062722804,0.04683420365535248,0.05550189403399144,0.9418055689372772,1.1255419597263705,0.015401559153889383,0.00824053452115813,0.02303703133583284,0.011902173913043478,10.164540949936844,0.11816193711332135,1.3461603212939597,10379,12256,9426,10379,12256,48.989795585668396,153.05228093079634,95.00000141561031,245.0510187484016,0.017929132187566307,0.015094647519582246,0.016390245641368952,0.01728015595858909,0.045406322936558455,0.04683420365535248,0.04610921151957022,0.04568489103404445,0.07670273711012095,0.06421344647519582,0.06990463378451843,0.07383077176039449,543199,0.9225477219214322,0.17360488513417735,0.7489428367872548,0.07745227807856789,0.9225477219214322,0.17360488513417735,0.7489428367872548,0.07745227807856789,0.9081799788033529,0.7138452644763464,0.5114172849022064,0.9081799788033529,0.7138452644763464,0.5114172849022064,0.7138452644763464,0.19433471432700647,0.09182002119664708,0.9081799788033529,0.7138452644763464,0.5114172849022064,0.19433471432700647,0.9418055689372772,0.9531657963446475,73.83614930180646,10.0,94.31423583090299,roi,5,6.144,15137,32896,14602,-4.0,4.0,0.0,2.35,-2.0,2.0
9,sample_0009,N1_mirrored_head,5Cam,0.04856877131342358,0.035354513754358774,0.045190641019561974,0.9514312286865764,1.029141262788054,0.007922239611865712,0.004318353000251067,0.012760597144107115,0.006507466155365754,10.327393012800764,0.09169287347961574,1.2443217478455313,9677,10324,8790,9677,10324,50.249378854378534,168.93415727849734,78.10249792288444,252.6286832286222,0.009670079635949944,0.00833010461061604,0.008950216715233732,0.009368671981134495,0.04186575654152446,0.035354513754358774,0.0383356199042694,0.04037845603750507,0.07417519908987485,0.06111972103835723,0.067017556491269,0.07113618991155715,545008,0.923993776238147,0.15307665208584095,0.7709171241523061,0.07600622376185304,0.923993776238147,0.15307665208584095,0.7709171241523061,0.07600622376185304,0.9083393613723262,0.7090007233646791,0.5074919913196239,0.9083393613723262,0.7090007233646791,0.5074919913196239,0.7090007233646791,0.199338638007647,0.09166063862767386,0.9083393613723262,0.7090007233646791,0.5074919913196239,0.199338638007647,0.9514312286865764,0.9646454862456413,73.93534699626882,10.0,94.96390809460402,roi,5,6.144,13429,32621,14178,-4.0,4.0,0.0,2.35,-2.0,2.0
13,sample_0013,N1_mirrored_head,5Cam,0.08647581441263573,0.07944100543987995,0.08497091365639929,0.9135241855873643,0.9689042448173741,0.015813880556986668,0.010252174335552209,0.026755067602076743,0.01597757938227731,9.707732350248476,0.14373347245894663,1.1450670750548153,10130,10662,9442,10130,10662,52.44044318993106,154.35349270437754,89.86100511709044,236.5375269749812,0.021711501800466004,0.019789908084787096,0.020706218232194953,0.02129789799028199,0.07593730141919085,0.07944100543987995,0.07764965003259168,0.07661309754340638,0.124338063969498,0.12361658225473644,0.12397627345268825,0.12419309466963634,544266,0.92387545795622,0.15624712916110872,0.7676283287951112,0.07612454204378007,0.92387545795622,0.15624712916110872,0.7676283287951112,0.07612454204378007,0.9320829220138204,0.6960513326752221,0.4630799605133267,0.9320829220138204,0.6960513326752221,0.4630799605133267,0.6960513326752221,0.23603158933859822,0.06791707798617966,0.9320829220138204,0.6960513326752221,0.4630799605133267,0.23603158933859822,0.9135241855873643,0.92055899456012,73.0182338056646,10.0,94.88083718527669,roi,5,6.144,13488,32188,14281,-4.0,4.0,0.0,2.35,-2.0,2.0
17,sample_0017,N1_mirrored_head,5Cam,0.05583444319229587,0.039444195428059166,0.051550303357842296,0.9441655568077041,1.0977358877164225,0.013884747726365635,0.007660066483595895,0.02079783323923027,0.011051347617787966,10.228728129452033,0.10768952991487468,1.305623428833998,9761,11155,9298,9761,11155,56.78908430422602,141.42135834465194,78.10249792288444,220.75439016946436,0.016240051624005162,0.014253697893321381,0.015182179514459875,0.015799691837240473,0.042374704237470424,0.039444195428059166,0.040856968792826936,0.04175427694723633,0.07442460744246074,0.0634692962796952,0.06851176640532773,0.07194108541738152,545363,0.923307961852931,0.1825573058678348,0.7407506559850962,0.07669203814706901,0.923307961852931,0.1825573058678348,0.7407506559850962,0.07669203814706901,0.9525663354164532,0.7617047433664583,0.5363180002048971,0.9525663354164532,0.7617047433664583,0.5363180002048971,0.7617047433664583,0.19086159204999487,0.04743366458354677,0.9525663354164532,0.7617047433664583,0.5363180002048971,0.19086159204999487,0.9441655568077041,0.9605558045719408,76.78169218855881,10.0,94.2587559894879,roi,5,6.144,14107,32478,14522,-4.0,4.0,0.0,2.35,-2.0,2.0
21,sample_0021,N1_mirrored_head,5Cam,0.06817471072657146,0.05047636496885306,0.06370722390707656,0.9318252892734286,1.0804753466069008,0.016348644824578044,0.009102538870301121,0.024249797273016745,0.01281749071836879,10.016781935532537,0.1276190015490114,1.2929719512572884,9593,10916,8857,9593,10916,48.47679929652388,145.34442070328694,74.33034484420095,242.5901930290396,0.019419668059162246,0.016947599853426164,0.01809961443043238,0.01886919555792333,0.0569041436152196,0.05047636496885306,0.05349787143377143,0.05549087596870847,0.09834029581122276,0.07282887504580432,0.08368344696353305,0.09190179113497865,545349,0.9259630071752217,0.1622007191724932,0.7637622880027285,0.07403699282477826,0.9259630071752217,0.1622007191724932,0.7637622880027285,0.07403699282477826,0.9232773897633691,0.7551339518398833,0.5243406650682789,0.9232773897633691,0.7551339518398833,0.5243406650682789,0.7551339518398833,0.16814343792348588,0.07672261023663088,0.9232773897633691,0.7551339518398833,0.5243406650682789,0.16814343792348588,0.9318252892734286,0.9495236350311469,76.09811380282203,10.0,94.45657100127004,roi,5,6.144,13796,31651,13862,-4.0,4.0,0.0,2.35,-2.0,2.0
25,sample_0025,N1_mirrored_head,5Cam,0.0770574334737491,0.0606501698204755,0.0731022651955242,0.922942566526251,1.193465529641426,0.01988369141599753,0.011720001831250286,0.027538073497727477,0.015188386338843668,9.971972777550146,0.13514691651550947,1.3234419429304232,9733,12366,8671,9733,12366,43.011626976136306,136.47344267317453,95.45939442966008,252.48762722141072,0.028139776265713297,0.020701924632055637,0.02385451434768994,0.026253302677581334,0.07000345980855725,0.0606501698204755,0.06499202107840071,0.06790891729333805,0.11671087533156499,0.09841500889535824,0.1067849354829382,0.11252700328662572,544540,0.9280640540639806,0.18680170419069306,0.7412623498732875,0.07193594593601939,0.9280640540639806,0.18680170419069306,0.7412623498732875,0.07193594593601939,0.8908866742011713,0.72053837460187,0.5372444261789787,0.8908866742011713,0.72053837460187,0.5372444261789787,0.72053837460187,0.17034829959930134,0.10911332579882872,0.8908866742011713,0.72053837460187,0.5372444261789787,0.17034829959930134,0.922942566526251,0.9393498301795244,74.18104090740756,10.0,94.53364951843555,roi,5,6.144,15439,32716,14421,-4.0,4.0,0.0,2.35,-2.0,2.0
29,sample_0029,N1_mirrored_head,5Cam,0.10361097737120847,0.0964199239017641,0.10208821775316268,0.8963890226287915,1.0061627347135291,0.02365181048067936,0.01484187164786388,0.031536467755429586,0.018088718205599152,9.57441903864536,0.16612336514694126,1.2356526903273977,10385,11564,9411,10385,11564,40.31128934217776,116.72617703864307,78.26238037869298,237.96008423169738,0.031877590054191905,0.02775856105153926,0.029675826266064582,0.030958808774478676,0.09595154606311763,0.0964199239017641,0.0961851647892626,0.09604485723953549,0.15216236319200935,0.1483050847457627,0.15020896488580732,0.1513749386889215,543809,0.9232138489800648,0.17888449804986678,0.7443293509301979,0.07678615101993531,0.9232138489800648,0.17888449804986678,0.7443293509301979,0.07678615101993531,0.9062108810784786,0.7264323543572461,0.5220028887818969,0.9062108810784786,0.7264323543572461,0.5220028887818969,0.7264323543572461,0.17977852672123254,0.09378911892152142,0.9062108810784786,0.7264323543572461,0.5220028887818969,0.17977852672123254,0.8963890226287915,0.9035800760982359,74.38648655346474,10.0,91.68250299863287,roi,5,6.144,14366,32808,14523,-4.0,4.0,0.0,2.35,-2.0,2.0
33,sample_0033,N1_mirrored_head,5Cam,0.056687962681269646,0.04409295749757003,0.05362443475292304,0.9433120373187304,1.0970489808335868,0.01559602711358674,0.008332143027186592,0.022875628751934936,0.011746548915373403,10.164680733858601,0.11575812412009001,1.3222619752959412,9861,11317,9207,9861,11317,63.4428886476203,150.05831937466854,82.0060985562697,234.7871411360789,0.0178125339415662,0.015463462048246002,0.016555083290239164,0.017287307092927886,0.04474856087759314,0.04409295749757003,0.04441834018462126,0.044615885154439004,0.06907787552948844,0.060528408588848635,0.06452115964810598,0.0671800762823706,544700,0.9231154764090325,0.1711419129796218,0.7519735634294107,0.07688452359096751,0.9231154764090325,0.1711419129796218,0.7519735634294107,0.07688452359096751,0.933678125950715,0.7267011459284048,0.5325017746678836,0.933678125950715,0.7267011459284048,0.5325017746678836,0.7267011459284048,0.2069769800223101,0.06632187404928507,0.933678125950715,0.7267011459284048,0.5325017746678836,0.2069769800223101,0.9433120373187304,0.95590704250243,75.26889633539761,10.0,94.26759349156629,roi,5,6.144,14359,31754,14005,-4.0,4.0,0.0,2.35,-2.0,2.0
37,sample_0037,N1_mirrored_head,5Cam,0.05513616817964644,0.04195746095048189,0.0518772705040779,0.9448638318203536,1.101863354037267,0.015120044874643959,0.008018994713735328,0.021406704272192288,0.010976440147078851,10.18948726186332,0.10935803290495372,1.2830675911341505,10465,12036,9535,10465,12036,51.23475459325532,118.63810694489226,106.06601875848895,221.923413518638,0.01772417409543786,0.014872050515121303,0.016173333914306618,0.01706946642555408,0.04478238070267436,0.04195746095048189,0.043323920214551205,0.04418736961104049,0.06827477713686418,0.05707876370887338,0.06217678168767218,0.06569746247798318,542909,0.9251495186117747,0.17897290337791416,0.7461766152338606,0.07485048138822528,0.9251495186117747,0.17897290337791416,0.7461766152338606,0.07485048138822528,0.9111323459149546,0.7097945532728142,0.5390348781653129,0.9111323459149546,0.7097945532728142,0.5390348781653129,0.7097945532728142,0.20133779264214047,0.08886765408504539,0.9111323459149546,0.7097945532728142,0.5390348781653129,0.20133779264214047,0.9448638318203536,0.9580425390495181,74.29029826077951,10.0,94.00447304132805,roi,5,6.144,14862,32038,14283,-4.0,4.0,0.0,2.35,-2.0,2.0
2,sample_0002,C2_radial_echo,5Cam,0.08255840326604673,0.06987501230193878,0.07966627217825911,0.9174415967339533,1.071784985257428,0.02084562650386971,0.01237531338347469,0.032714317490248196,0.018097126491045855,9.786253240958576,0.1469235118951393,1.2554883601524593,8818,10161,8655,8818,10161,40.31128934217776,98.23441498574932,79.05694268224971,217.37065443191668,0.025303292894280762,0.022832398385985633,0.02400442783612187,0.02476723681812957,0.06874638937030618,0.06987501230193878,0.0693061063445561,0.06896918777659305,0.1073367995378394,0.10038382049010924,0.10374394237162936,0.10587020204630551,546518,0.9557068568647328,0.12279741929817499,0.8329094375665578,0.04429314313526728,0.9557068568647328,0.12279741929817499,0.8329094375665578,0.04429314313526728,0.981515082785212,0.9218643683374915,0.6324563393059651,0.981515082785212,0.9218643683374915,0.6324563393059651,0.9218643683374915,0.05965071444772057,0.018484917214787934,0.981515082785212,0.9218643683374915,0.6324563393059651,0.05965071444772057,0.9174415967339533,0.9301249876980612,86.59539146578143,10.0,89.04662211230423,roi,5,6.144,13341,32262,14206,-4.0,4.0,0.0,2.35,-2.0,2.0
6,sample_0006,C2_radial_echo,5Cam,0.061065348709500276,0.05022556390977444,0.05853856590222474,0.9389346512904997,1.0405271828665568,0.017985382994995424,0.010218668925716101,0.027513046673897125,0.014712340799297322,10.089522452694961,0.11836514446718605,1.2731738976089901,9105,9975,8956,9105,9975,51.23475459325532,161.9413498201306,78.89867036597929,198.11613051374985,0.020656543099598034,0.019348370927318295,0.01998106821068289,0.020380945879098892,0.04857079053148727,0.05022556390977444,0.04938431904261926,0.04889296421865551,0.07737829388119696,0.0762907268170426,0.07683066181115925,0.0771583069003102,545952,0.9551883682081941,0.13355936052986342,0.8216290076783307,0.044811631791805875,0.9551883682081941,0.13355936052986342,0.8216290076783307,0.044811631791805875,0.9836353651839649,0.9218012081274025,0.6158154859967051,0.9836353651839649,0.9218012081274025,0.6158154859967051,0.9218012081274025,0.061834157056562325,0.016364634816035145,0.9836353651839649,0.9218012081274025,0.6158154859967051,0.061834157056562325,0.9389346512904997,0.9497744360902256,86.12837810532939,10.0,86.37046173442243,roi,5,6.144,13064,31993,14058,-4.0,4.0,0.0,2.35,-2.0,2.0
